,User-ID,ISBN,Book-Rating
3406,278026,0449006522,8
3407,278026,0449219364,6
3408,278026,0449221512,5
3409,278026,0449227545,3
3414,278026,0451204301,8
3415,278026,0451206525,8
3416,278026,0515125490,8
3417,278026,0515129038,5
3418,278026,0515130389,8
3421,278026,0553582364,6
3422,278026,0671001795,8
3426,278026,0684810387,8
3428,278026,0743206045,7
3431,278026,0786889667,5
3437,278026,1551667517,7
3439,278026,1551669625,6
3546,278137,0060002492,7
3549,278137,0061057894,9
3564,278137,0345337662,7
3575,278137,0373115431,8
3585,278137,0380600129,8
3591,278137,0425065553,8
3603,278137,0440940001,8
3610,278137,0446606812,7
3616,278137,0515094978,8
3620,278137,0553287532,9
3627,278137,0670894508,4
3629,278137,0671434225,8
3631,278137,0671525808,9
3647,278137,0804106304,8
3664,278137,1558744150,9
3665,278137,1558745017,8
3796,278188,0156005891,8
3817,278188,0373218192,7
3819,278188,0373244487,6
3831,278188,0373484003,7
3858,278188,0440122090,4
3861,278188,044022103X,8
3862,278188,0440223571,9
3863,278188,0440225701,9
3873,278188,0446603589,9
3888,278188,0515124621,8
3937,278188,0671644459,7
3949,278188,0743410181,6
3960,278188,080410946X,8
3980,278188,1551665344,7
3989,278194,0020532105,10
3990,278194,0060926317,8
3991,278194,0060958014,7
3992,278194,0140280553,5
3994,278194,0156011042,7
3995,278194,0345423135,9
3997,278194,0375705619,5
4001,278194,0385334923,7
4003,278194,0385498802,4
4005,278194,0440212723,9
4006,278194,0440241537,7
4007,278194,0451209907,5
4008,278194,0452284449,8
4009,278194,051512219X,4
4010,278194,0553582364,6
4011,278194,0671683993,8
4013,278194,0688177859,9
4015,278194,0802139256,6
4021,278202,0060198346,3
4022,278202,014025448X,2
4023,278202,0312252617,4
4028,278202,0385319568,9
4029,278202,0385324057,3
4031,278202,0385497466,3
4033,278202,0399148019,3
4034,278202,0446527017,1
4035,278202,0446527130,8
4041,278202,0671510126,10
4042,278202,0671786458,7
4045,278202,0743206029,8
4082,278221,0440216745,7
4084,278221,0446613436,7
4086,278221,0553582755,9
4088,278221,0671027123,8
4093,278221,0743460529,8
4098,278221,0804106304,9
4099,278221,0840776381,8
4244,278356,006091646X,9
4246,278356,0140167153,8
4251,278356,0312265859,7
4252,278356,0312965338,8
4253,278356,0374270325,9
4257,278356,0439064872,8
4258,278356,0439136369,10
4259,278356,0439139600,10
4260,278356,043935806X,10
4268,278356,0671016768,8
4299,278390,0375409440,8
4300,278390,0380730847,7
4301,278390,0385313667,7
4302,278390,0399147195,7
4303,278390,0425182908,4
4304,278390,0440236053,7
4306,278390,044661257X,8
4307,278390,0553569058,9
4309,278390,0671027360,7
4310,278390,0671683993,10
4314,278390,0688152449,7
4316,278390,080410753X,9
4953,278418,0312970234,7
5013,278418,0345352459,7
5022,278418,0345369335,7
5985,278418,0394800168,10
5990,278418,0394820371,8
6155,278418,042513525X,5
6158,278418,0425140032,5
6181,278418,0425178102,7
6186,278418,042518630X,7
6309,278418,0440139791,10
6331,278418,0440184622,7
6349,278418,0440207622,7
6419,278418,0440479002,9
6643,278418,0451173392,6
6747,278418,0515130389,8
6749,278418,0515131229,8
6841,278418,0553131834,9
6911,278418,0553297988,6
7523,278418,0671017128,5
7556,278418,0671502522,7
7674,278418,0671775715,6
8019,278418,0786862572,5
8096,278418,0812523466,5
8383,278418,0886775981,5
8980,278535,0061094129,10
8994,278535,0425178765,8
8995,278535,0425182878,9
8998,278535,0440221595,7
9002,278535,0446605484,10
9003,278535,0446610038,10
9004,278535,0446611212,9
9005,278535,0449003787,9
9007,278535,0449219461,8
9008,278535,0553213180,6
9009,278535,0553269216,8
9060,278554,0060096195,9
9062,278554,0140293450,8
9063,278554,0152050167,10
9064,278554,0330375253,8
9065,278554,0345423097,10
9066,278554,0385730586,9
9073,278554,0752837613,9
9074,278554,1853260282,7
9130,278582,0312980140,7
9131,278582,0312983298,3
9132,278582,0312983867,7
9135,278582,0312990456,5
9136,278582,0312991460,6
9137,278582,0345348176,8
9138,278582,0345350499,10
9139,278582,0345440064,8
9141,278582,0425163717,7
9144,278582,0425191583,8
9147,278582,0441478123,10
9148,278582,0449003183,8
9151,278582,0449221512,8
9153,278582,0451202503,10
9157,278582,0515136557,8
9161,278582,0671001795,8
9170,278582,1400034779,10
9197,278633,0060987561,10
9198,278633,0140244824,7
9199,278633,014028009X,2
9200,278633,0140296298,7
9202,278633,0142000205,7
9204,278633,0316096199,8
9205,278633,0316666343,9
9206,278633,0316899984,7
9210,278633,0375703063,7
9214,278633,0385512147,7
9222,278633,0440226430,9
9223,278633,0440514428,9
9226,278633,0446679593,8
9227,278633,0449907481,6
9228,278633,0451163524,5
9235,278633,0515131083,10
9240,278633,0553278355,8
9246,278633,0671038184,8
9249,278633,0679425268,9
9253,278633,0684814994,10
9256,278633,0688162827,9
9257,278633,0688170528,8
9258,278633,0743225082,7
9266,278633,1882723007,8
9457,278843,0060173289,9
9458,278843,0060517794,7
9463,278843,014028009X,8
9465,278843,0142000205,9
9475,278843,0385260075,8
9477,278843,0399146431,9
9480,278843,0440211263,7
9485,278843,0553274503,8
9489,278843,059035342X,8
9495,278843,0679412956,8
9503,278843,0767902890,9
9504,278843,0786881852,8
9672,99,0312252617,8
9673,99,0312261594,8
9674,99,0316748641,7
9677,99,0446677450,10
9678,99,0451166892,3
9690,114,0446608653,9
9691,114,0446612545,9
9692,114,0446612618,8
9693,114,0451208080,8
9694,114,0553584383,9
9695,114,0671027360,10
9955,243,0060915544,10
9956,243,0060977493,7
9962,243,0316601950,9
9966,243,0316776963,9
9967,243,0316899984,7
9976,243,0375400117,10
9989,243,0385720106,7
9994,243,0425163407,9
10001,243,044023722X,7
10005,243,0446364800,9
10009,243,0446606383,6
10012,243,0449006522,6
10021,243,0553580388,8
10030,243,0786863986,5
10035,243,155874262X,5
10036,244,0060977493,7
10037,244,0060987103,8
10038,244,0151008116,9
10040,244,0525947647,9
10041,244,0804111359,8
10042,244,155874262X,6
10043,244,1558744150,6
10057,254,0060934700,9
10059,254,0060976977,7
10071,254,0064471047,7
10073,254,0066238501,5
10084,254,0142001740,9
10132,254,0373226144,5
10181,254,037582345X,9
10184,254,0380730448,8
10186,254,0380789035,10
10190,254,0380973650,9
10202,254,0399146431,9
10208,254,0439064864,9
10209,254,0439064872,9
10210,254,0439136350,9
10211,254,0439136369,9
10212,254,0439139597,9
10243,254,0451167317,8
10246,254,0451406176,6
10248,254,0451409256,7
10251,254,0451524934,9
10253,254,0451526341,8
10270,254,0553280325,8
10279,254,0590353403,9
10284,254,0618002219,9
10285,254,0618002227,8
10290,254,0671021001,7
10305,254,0679781587,8
10306,254,0679879242,8
10349,254,1563895730,9
10483,388,0060973897,8
10484,388,0060976845,3
10485,388,006101351X,6
10492,388,0449002632,7
10495,388,0553569058,10
10503,388,1573225126,5
10505,388,1878424319,7
10648,446,0060925000,8
10649,446,0060932759,8
10650,446,0061000280,10
10657,446,039914739X,3
10667,446,081296666X,5
10748,503,0140179836,10
10756,503,0385496095,10
10760,503,0440241006,10
10763,503,0515131679,8
10766,503,068484267X,10
10773,503,1558743669,10
10776,505,006017143X,9
10778,505,0345313860,7
10781,505,0385306032,8
10783,505,042517736X,7
10787,505,0671868713,8
10789,505,0805056491,9
10792,507,0020427859,9
10794,507,0060558865,8
10801,507,0140230165,7
10803,507,0142001740,10
10813,507,0312986769,9
10819,507,0345369068,8
10847,507,0451184718,9
10856,507,0553564528,7
10858,507,0553571842,7
10859,507,0553575538,7
10860,507,0553576801,7
10862,507,055357695X,7
10867,507,0553583441,7
10868,507,0553583468,7
10880,507,0679893105,9
10885,507,0689710879,10
10886,507,0689710887,10
10887,507,0689710895,10
10888,507,0689711522,10
10890,507,0743260244,10
10896,507,0767912918,7
10904,507,0812533534,10
10910,507,0821772953,8
11071,638,0060191929,9
11076,638,0151001006,10
11077,638,0316603287,9
11078,638,0316666343,10
11079,638,0316693006,10
11080,638,0316693200,9
11081,638,0316769487,10
11082,638,0316776963,10
11083,638,0316779423,10
11084,638,0316779490,9
11085,638,0316789089,10
11086,638,0316969443,10
11087,638,0345339711,10
11093,638,0385420161,9
11094,638,0385470819,9
11096,638,0385504209,10
11097,638,0385505833,10
11104,638,0425184129,9
11106,638,0446523569,10
11107,638,0446525502,9
11108,638,0446525537,9
11109,638,0446527793,10
11110,638,0446531332,10
11116,638,0609605925,8
11117,638,0609606727,8
11119,638,0670892963,7
11120,638,0671042556,9
11123,638,0679442790,10
11127,638,0679732241,9
11128,638,0679746048,7
11134,638,0688180639,9
11136,638,0743230051,9
11137,638,0743406176,10
11140,638,1558747028,10
11141,638,1558747346,8
11152,643,0061092606,8
11162,643,0261102214,9
11169,643,0552137030,8
11170,643,0552546933,9
11174,643,0671894455,7
11175,643,0743222229,8
11179,643,0749391308,8
11180,643,0749396067,8
11196,643,1853260002,2
11244,651,0060934719,8
11249,651,0345370740,7
11251,651,0345403339,7
11258,651,0425142485,6
11271,651,0679801146,4
11272,651,0786886463,7
11282,651,1563899388,6
11311,709,0064405052,9
11314,709,015216250X,10
11316,709,0316666343,3
11318,709,0345391802,7
11326,709,0440219078,10
11390,735,038533334X,4
11393,735,0440222818,7
11395,735,0440224829,9
11397,735,044661162X,9
11404,735,0515134368,9
11550,805,0060256672,10
11551,805,0060928336,7
11555,805,0140070206,9
11556,805,0140077022,10
11557,805,014016930X,10
11559,805,0140253602,4
11561,805,0156027321,9
11564,805,0316777730,7
11569,805,038001503X,10
11573,805,039592720X,9
11574,805,0440215625,8
11575,805,0452282152,8
11577,805,0553268449,8
11580,805,0671003755,8
11582,805,0679732764,10
11590,805,0877733759,10
11619,834,0141001771,5
11621,834,0449005569,3
11623,834,0671027344,7
11626,834,0786884622,3
11628,834,1558747346,5
11715,882,0020418809,10
11722,882,0064401847,10
11740,882,0373218400,5
11741,882,0373484224,7
11746,882,0380018179,10
11752,882,0385504209,10
11753,882,0394557433,10
11757,882,0425179672,10
11764,882,0440235162,10
11782,882,0515134368,6
11783,882,0515135062,6
11785,882,0517556278,8
11787,882,0553205587,9
11792,882,0553250426,10
11797,882,0553272586,5
11799,882,0553280589,10
11805,882,0553572997,10
11811,882,067101420X,4
11818,882,0679429220,9
11820,882,067976402X,10
11821,882,0679781587,10
11827,882,0743457943,5
11955,929,0312140940,8
11958,929,0345285549,5
11969,929,0385314744,7
11974,929,0439404371,8
11977,929,0440224624,6
11982,929,0451169530,6
11987,929,0553234811,6
11990,929,0553296981,10
11993,929,0671461494,8
11994,929,0671617028,8
12004,929,0894803700,8
12092,1025,0060562080,8
12093,1025,0060928336,5
12103,1025,0142000663,10
12112,1025,0380012863,8
12114,1025,0394404289,9
12122,1025,0552124753,10
12123,1025,0552996009,9
12124,1025,0552998001,9
12138,1025,068484267X,9
12143,1025,0743225082,8
12149,1025,0749397543,8
12198,1075,0142001740,10
12199,1075,0316666343,7
12200,1075,0375726403,7
12201,1075,0385504209,7
12203,1075,0553377868,9
12204,1075,0609608444,10
12206,1075,0767902521,9
12208,1075,1400034779,5
12248,1116,0061030651,8
12249,1116,006109594X,7
12250,1116,031298250X,4
12253,1116,0425185710,6
12255,1116,0553575619,5
12264,1129,0064407667,4
12265,1129,014025448X,7
12268,1129,0385472951,6
12269,1129,0385493800,6
12270,1129,0553377876,3
12278,1131,0060934417,8
12279,1131,0060976845,7
12280,1131,0061093092,8
12281,1131,0061098361,7
12282,1131,0070212570,7
12286,1131,0312243022,8
12287,1131,0312983824,6
12290,1131,0345370805,7
12293,1131,0375703055,7
12296,1131,0385480016,9
12299,1131,0394758285,7
12300,1131,0440214424,8
12303,1131,0446672211,7
12304,1131,0446673544,5
12306,1131,0449149676,7
12308,1131,0451187903,7
12315,1131,0671004565,6
12317,1131,0671793489,7
12318,1131,0679761837,7
12319,1131,0679772677,7
12321,1131,0743418174,7
12335,1155,006101253X,7
12336,1155,0373250223,8
12343,1155,0380814021,6
12344,1155,0380817683,10
12348,1155,0451409256,9
12350,1155,0671032658,9
12351,1155,0671689231,7
12363,1167,0060929596,10
12371,1167,038533656X,5
12372,1167,0440217520,5
12373,1167,0440224675,8
12380,1167,0802135196,9
12430,1211,0006513204,7
12432,1211,0099771519,9
12434,1211,0140621725,8
12437,1211,0330367358,8
12440,1211,0385504209,9
12448,1211,0752853694,8
12449,1211,0786889373,8
12461,1211,2070360024,8
12576,1261,0316776963,8
12577,1261,0345401123,7
12578,1261,0345438329,6
12579,1261,0452282152,7
12580,1261,0688177751,8
12700,1409,0061093106,8
12701,1409,0373218192,8
12702,1409,042517736X,9
12704,1409,0515120006,6
12705,1409,0515127396,5
12707,1412,0156027321,9
12708,1412,0345416260,9
12710,1412,0385486804,9
12711,1412,0385494785,9
12712,1412,0385512104,9
12728,1424,0060512822,7
12730,1424,0060930535,7
12732,1424,0061015725,8
12734,1424,0061056871,6
12735,1424,0061097314,5
12739,1424,0099771519,8
12747,1424,0142001430,7
12749,1424,0151002290,6
12752,1424,0156001314,8
12756,1424,031215125X,7
12757,1424,0312420366,8
12759,1424,0316291161,8
12772,1424,0380603764,6
12777,1424,0385720106,7
12779,1424,039914255X,7
12803,1424,0671646575,8
12804,1424,0671776134,8
12819,1424,0743431014,7
12828,1424,0767902521,8
12834,1424,0804106304,6
12866,1435,0060915544,10
12868,1435,0060977477,5
12878,1435,0345378490,5
12880,1435,0345387651,5
12887,1435,0380728249,10
12896,1435,0399133143,5
12911,1435,0446611239,10
12912,1435,0446672211,8
12916,1435,0451183665,7
12919,1435,0451208765,4
12924,1435,0517149257,10
12925,1435,0517573822,10
12935,1435,0671024248,4
12945,1435,068484267X,8
12946,1435,0684848783,5
12947,1435,0684855631,9
12957,1435,080410753X,10
12973,1435,0971880107,5
12975,1435,155874262X,10
12979,1435,1573221775,4
13081,1548,0060394447,1
13084,1548,0312243022,8
13086,1548,034540288X,5
13087,1548,0345425707,8
13088,1548,0345434692,7
13093,1548,0425167313,8
13096,1548,0452282152,8
13097,1548,0553131893,8
13099,1548,0553258540,9
13101,1548,0765342294,8
13135,1585,0316182540,7
13137,1585,0345413903,7
13139,1585,0446604658,6
13140,1585,0446611611,6
13141,1585,0449212602,8
13143,1585,0451178033,6
13144,1585,0553282476,7
13145,1585,0553299506,7
13147,1585,0684867621,4
13203,1660,0312983654,6
13204,1660,0345454073,3
13206,1660,0553561618,6
13207,1660,0553582747,5
13210,1660,0671034022,6
13212,1660,089480829X,7
13233,1674,0060187271,10
13238,1674,0060975547,9
13249,1674,0345384466,7
13251,1674,0345416880,7
13253,1674,0375725784,10
13256,1674,0385483503,10
13257,1674,038548951X,10
13258,1674,0385497288,10
13259,1674,0393312801,10
13266,1674,0449912558,5
13270,1674,0553380958,10
13273,1674,0618129030,8
13283,1674,0812505166,10
13349,1733,0061042005,9
13356,1733,0312983824,5
13357,1733,0316089699,5
13360,1733,0345447840,10
13372,1733,0373218400,9
13378,1733,0373240228,10
13379,1733,0373242328,6
13424,1733,0380775840,9
13430,1733,0425181111,7
13431,1733,0440168724,9
13436,1733,0446357405,7
13439,1733,0446364762,5
13440,1733,0446527130,7
13454,1733,0515118230,8
13457,1733,051513287X,9
13459,1733,0553107232,7
13461,1733,0553285947,7
13463,1733,0553562746,7
13468,1733,059035342X,10
13469,1733,0671007696,9
13476,1733,067179793X,5
13480,1733,0743412621,8
13496,1733,0971880107,1
13497,1733,1551664348,7
13500,1733,1551665794,7
13503,1733,1551669404,6
13612,1848,0061030651,5
13615,1848,0156027321,10
13620,1848,0345342968,10
13622,1848,0345348109,9
13624,1848,0345378482,8
13627,1848,0345417623,8
13630,1848,0345443683,9
13642,1848,0451169530,5
13654,1848,0684818868,10
13656,1848,0762406984,10
13660,1848,0786868716,10
13662,1848,0812511816,10
13663,1848,0812513738,8
13666,1848,0812550706,8
13751,1903,0316777730,10
13756,1903,0345333152,10
13762,1903,0345409469,10
13773,1903,0385722192,2
13788,1903,044022330X,6
13813,1903,0679430946,10
13818,1903,0684866005,1
13835,1903,078686351X,6
13844,1903,0812550706,10
13990,2010,0380796090,6
13992,2010,0440221420,5
13994,2010,0446604666,10
13996,2010,0451197879,8
14000,2010,0684836491,5
14001,2010,0684859262,8
14003,2010,0688156126,9
14012,2012,0316154067,9
14014,2012,0345353145,8
14020,2012,0449221482,8
14022,2012,0515120863,6
14023,2012,0553279912,10
14024,2012,0553348973,5
14028,2012,0670892963,2
14029,2012,0671023616,8
14064,2030,0060191988,10
14066,2030,0062502174,10
14070,2030,006251279X,10
14073,2030,0140298479,10
14077,2030,0385315287,10
14079,2030,0394404289,10
14081,2030,0440108268,10
14083,2030,044020562X,10
14087,2030,0525945040,10
14092,2030,0671777351,10
14109,2030,1561706213,10
14120,2033,0060248025,10
14121,2033,0060256664,10
14122,2033,0060256737,10
14123,2033,0060950536,10
14130,2033,0099428385,8
14133,2033,0140386645,8
14134,2033,0142000663,10
14145,2033,0345337662,5
14146,2033,0345340426,10
14149,2033,0380775123,10
14154,2033,0399523308,6
14155,2033,0439064864,9
14156,2033,0439136350,9
14157,2033,0439139597,9
14158,2033,043935806X,9
14166,2033,0451456718,10
14168,2033,0451456734,10
14171,2033,0451458508,10
14172,2033,0451458990,10
14182,2033,051513628X,6
14191,2033,0553379534,10
14192,2033,0553573136,8
14193,2033,0590353403,9
14201,2033,0671524313,6
14209,2033,0688149790,8
14224,2033,0765342987,10
14225,2033,0765345048,10
14228,2033,0786880007,8
14242,2033,0812532597,8
14243,2033,0812532619,8
14244,2033,0812532635,8
14247,2033,0812533313,10
14248,2033,0812533550,10
14253,2033,0812575717,10
14255,2033,0836204387,10
14256,2033,0836218256,9
14257,2033,0836218787,10
14258,2033,0836220889,10
14259,2033,0836221362,10
14266,2033,0886773776,10
14267,2033,0886773784,10
14268,2033,0886774004,10
14269,2033,0886774012,9
14272,2033,0886774543,10
14273,2033,0886774632,10
14279,2033,0886775639,8
14280,2033,0886775876,10
14283,2033,0886776619,9
14290,2033,0886777739,10
14300,2033,0920668372,10
14323,2041,0385416342,7
14324,2041,0385424736,7
14326,2041,0671617028,8
14328,2041,0679743243,5
14329,2041,068483376X,1
14448,2110,0060987529,7
14449,2110,0064472779,8
14453,2110,0151008116,5
14455,2110,015216250X,8
14459,2110,0345283929,10
14462,2110,0345314255,10
14463,2110,0345317580,10
14464,2110,0345335287,10
14467,2110,0345375580,10
14468,2110,0345423038,6
14521,2110,0451137965,9
14525,2110,051512463X,8
14526,2110,0515127396,8
14528,2110,0515134384,5
14529,2110,0515136557,3
14530,2110,0553073273,9
14537,2110,059035342X,10
14550,2110,0590629778,10
14551,2110,0590629786,10
14563,2110,0671527215,9
14565,2110,0671532642,8
14568,2110,0671695304,10
14595,2110,0886774500,9
14700,2139,0142004235,8
14701,2139,0385335830,7
14702,2139,0515130389,10
14703,2139,0515135062,10
14704,2139,0553272837,10
14705,2139,0743262174,8
14731,2179,0060392452,9
14736,2179,0312263120,8
14739,2179,0380815931,10
14740,2179,0385504209,10
14744,2179,0446532231,9
14747,2179,0451524934,8
14751,2179,0553373803,10
14755,2179,0590353403,10
14757,2179,0618002219,9
14767,2179,0886777844,9
14768,2179,0887307884,9
15359,2287,0060981180,6
15361,2287,0140077022,5
15363,2287,0375706062,6
15366,2287,0425147622,7
15367,2287,0446360856,6
15368,2287,0451180410,7
15372,2288,0070212570,8
15388,2288,0425115801,10
15389,2288,0425144429,5
15391,2288,0425188809,10
15395,2288,0553210092,5
15397,2288,0553582763,9
15425,2313,0020442602,9
15426,2313,0060173289,9
15431,2313,0312876513,6
15432,2313,0345348036,9
15433,2313,034545104X,5
15436,2313,0385482388,5
15437,2313,0394756827,10
15439,2313,0399141146,3
15440,2313,0399146431,5
15443,2313,0452260116,9
15446,2313,0553278223,7
15449,2313,0679733760,7
15451,2313,0679745580,8
15456,2313,0812533550,9
15498,2337,0060928336,9
15499,2337,0060987561,7
15501,2337,0142001740,8
15502,2337,0312265867,7
15503,2337,0345350499,9
15505,2337,0385505833,7
15506,2337,0440403278,10
15508,2337,0451191145,9
15509,2337,0451191153,8
15510,2337,0671510126,8
15513,2337,0842314296,10
15541,2358,0064408655,9
15544,2358,0140071083,6
15552,2358,0345348176,8
15571,2358,0440220653,8
15573,2358,0440400759,8
15584,2358,0446603775,8
15585,2358,0446603783,8
15589,2358,0451160312,6
15620,2358,0671746065,8
15721,2399,0345317580,7
15722,2399,0345334310,8
15723,2399,0345337662,9
15726,2399,0671876015,9
15728,2399,0812533666,4
16252,2766,0060958022,8
16253,2766,0060975849,9
16262,2766,014034294X,9
16286,2766,0316666343,9
16300,2766,038039586X,9
16302,2766,0380726815,6
16308,2766,0385508417,7
16315,2766,0425178102,5
16322,2766,0440204194,8
16324,2766,0440211263,8
16328,2766,0440219078,8
16329,2766,0440221595,8
16334,2766,0440237688,7
16336,2766,044048474X,7
16340,2766,0446310786,10
16341,2766,0446516538,6
16343,2766,0446607339,8
16344,2766,0446611867,7
16347,2766,0449005615,9
16364,2766,0553279912,7
